Place_Id,Place_Name,Description,Category,City,Link_Image,Cleaned
329,Bukit Gantole Cililin,Bukit Gantole Cililin atau yang dikenal juga dengan sebutan Venue Gantole merupakan sebuah kawasan wisata yang awalnya di buka untuk tujuan terselenggaranya Porda Jabar 2010 dan Pekan Olahraga Nasional 2016 Cabang olahraga Paralayang. Kawasan wisata ini menjadi buah bibir setelah menjadi tuan rumah penyelenggaraan PON 2016. Olahraga paralayang sendiri merupakan jenis olahraga yang di lakukan di atas lereng bukit atau gunung dengan hanya memanfaatkan angin sebagai sumber utama. Oleh karenanya lokasi Bukit Gantole Cililin yang berada di ketinggian 1063 Mdpl dengan hempasan angin yang kencang sangat pas untuk olahraga ini.,Cagar Alam,Bandung,https://www.dejava.net/wp-content/uploads/2021/09/Bukit-Gantole-Bandung.jpg,bukit gantole cililin dikenal sebutan venue gantole kawasan wisata buka tujuan terselenggaranya porda jabar 2010 pekan olahraga nasional 2016 cabang olahraga paralayang kawasan wisata buah bibir tuan rumah penyelenggaraan pon 2016 olahraga paralayang jenis olahraga lakukan lereng bukit gunung memanfaatkan angin sumber utama lokasi bukit gantole cililin ketinggian 1063 mdpl hempasan angin kencang pas olahraga
330,Bandros City Tour,"Bandros atau Bus Wisata Bandung adalah bus wisata yang beroperasi di Bandung, Jawa Barat, Indonesia.Digunakan oleh wisatawan di Kota Bandung. Bus tersebut diresmikan oleh Wali Kota Bandung Ridwan Kamil pada malam tahun baru 2014, dan pada 18 Februari 2018 diumumkan bus wisata akan melayani kota Bandung. Seorang pemimpin tur lokal akan menemani turis di dalam bus. Bandros dikelola oleh dua pihak: Dinas Perhubungan Bandung (yang terkait dengan Anggaran Pendapatan dan Belanja Daerah) dan Mang Dudung yang merupakan bagian dari Tanggung Jawab Sosial Perusahaan. Bus memiliki kapasitas 22 orang. Ada enam bus yang dioperasikan oleh divisi Corporate Social Responsibility, dan 12 bus dioperasikan oleh Anggaran Pendapatan dan Belanja Daerah yang dikelola oleh BLUD UPT Dinas Perhubungan Kota Bandung.",Budaya,Bandung,https://tourbandung.id/wp-content/uploads/2019/05/Bandros-City-Tour-Red.jpg,bandros bus wisata bandung bus wisata beroperasi bandung jawa barat indonesiadigunakan wisatawan kota bandung bus diresmikan wali kota bandung ridwan kamil malam 2014 18 februari 2018 diumumkan bus wisata melayani kota bandung pemimpin tur lokal menemani turis bus bandros dikelola dinas perhubungan bandung terkait anggaran pendapatan belanja daerah mang dudung tanggung sosial perusahaan bus memiliki kapasitas 22 orang enam bus dioperasikan divisi corporate social responsibility 12 bus dioperasikan anggaran pendapatan belanja daerah dikelola blud upt dinas perhubungan kota bandung
331,Kyotoku Floating Market,"Kyotoku Floating Market Bandung, sebuah wisata kekinian yang mengusung tema hal-hal yang berbau Jepang. Di tempat ini anda akan melihat bangunan-bangunan khas Jepang serta pemandangan bak di negeri sakura. Jepang merupakan salah satu negara selain Korea Selatan yang menjadi tujuan favorit turis dari Indonesia. Karena sudah menjadi negara maju, berkunjung ke Jepang membutuhkan biaya akomodasi yang tidak sedikit, tiket pesawat, serta proses pengurusan visa yang ribet. Tak perlu jauh-jauh pergi ke luar negeri, anda dapat menikmati berwisata dengan nuansa Jepang di Bandung. Pengelola wisata mendesain tempat ini mirip-mirip dengan Kyoto, salah satu wilayah di Jepang yang kental dengan budaya. Melihat bunga sakura yang menjadi ikon Jepangpun tak perlu menunggu bulan April, kawasan wisata ini di lengkapi dengan hiasan bunga sakura sehingga suasana Jepang terasa semakin kental. Bagi anda yang tertarik berfoto memakai kimono atau yukata dengan background ala Jepang untung dipajang di instagram. Berikut review singkat kawasan wisata ini.",Budaya,Bandung,https://sumabeachlifestyle.com/wp-content/uploads/2017/05/Things-to-do-with-kids-bandung-Floating-Market-Lembang.jpg,kyotoku floating market bandung wisata kekinian mengusung tema halhal berbau jepang bangunanbangunan khas jepang pemandangan bak negeri sakura jepang salah negara korea selatan tujuan favorit turis indonesia negara maju berkunjung jepang membutuhkan biaya akomodasi tiket pesawat proses pengurusan visa ribet jauhjauh pergi negeri menikmati berwisata nuansa jepang bandung pengelola wisata mendesain miripmirip kyoto salah wilayah jepang kental budaya bunga sakura ikon jepangpun menunggu april kawasan wisata lengkapi hiasan bunga sakura suasana jepang kental tertarik berfoto memakai kimono yukata background ala jepang untung dipajang instagram review singkat kawasan wisata
332,Rainbow Garden,"Rainbow Garden Harapan Indah salah satu taman rekreasi yang terutama cocok untuk keluarga. Berkonsep ‘eat and play’, Rainbow Garden Bekasi memadukan arena permainan anak dengan wisata kuliner. Berbagai wahana dan aktivitas tersedia di taman wisata penuh warna seluas 3000 m2 ini.",Cagar Alam,Bandung,https://piknikwisata.com/wp-content/uploads/2019/11/fasilitas-Rainbow-Garden-Lembang.jpg,rainbow garden harapan indah salah taman rekreasi cocok keluarga berkonsep eat and play rainbow garden bekasi memadukan arena permainan anak wisata kuliner wahana aktivitas tersedia taman wisata penuh warna seluas 3000 m2
333,Kota Mini,"Destinasi yang sangat menarik bernuansa eropa lengkap dengan fasilitas publiknya membuat anda seolah-olah sedang berada di eropa. Ada rumah sakit, kantor polisi, box telepon, cafe-café pinggir jalan, dan bangunan-bangunan klasik lainnya. Masih satu kompleks dengan Floating Market, tempat wisata ini menyajikan arsitektur eropa klasik yang begitu kental, dijamin anda akan enggan beranjak.",Taman Hiburan,Bandung,https://phinemo.com/wp-content/uploads/2017/09/19429074_118754765395766_2286188096405897216_n.jpg,destinasi menarik bernuansa eropa lengkap fasilitas publiknya seolaholah eropa rumah sakit kantor polisi box telepon cafecaf pinggir jalan bangunanbangunan klasik kompleks floating market wisata menyajikan arsitektur eropa klasik kental dijamin enggan beranjak
334,Chingu Cafe Little Seoul,"Selain populer karena memiliki pemandangan yang indah dan hawa yang sejuk, Bandung juga menawarkan banyak destinasi wisata kreatif. Taman kota, museum, hingga tempat makan pun tidak luput dari keunikan dan daya tariknya masing-masing. Salah satunya adalah Little Seoul Bandung yang berada di area Chingu Café. Area luar ruangan di kafe ini disulap menyerupai suasana Jalan Dongdaemun di Seoul, Korea Selatan. Tanpa perlu jauh-jauh terbang ke Negeri Ginseng, pengunjung bisa merasakan suasana Seoul di sini.
",Taman Hiburan,Bandung,https://asset.kompas.com/crops/Dsg4Og9EmBk2Y49IAw4ENlXEmwA=/0x360:1080x1080/750x500/data/photo/2020/11/09/5fa927f8d2ff7.jpg,populer memiliki pemandangan indah hawa sejuk bandung menawarkan destinasi wisata kreatif taman kota museum makan luput keunikan daya tariknya masingmasing salah satunya little seoul bandung area chingu caf area ruangan kafe disulap menyerupai suasana jalan dongdaemun seoul korea selatan jauhjauh terbang negeri ginseng pengunjung merasakan suasana seoul
335,Candi Gedong Songo,"Candi Gedong Songo (bahasa Jawa: ꦕꦤ꧀ꦝꦶ​ꦒꦼꦝꦺꦴꦁ​ꦱꦔ, translit. Candhi Gedhong Sanga) adalah nama sebuah kompleks bangunan candi peninggalan budaya Hindu yang terletak di desa Candi, Kecamatan Bandungan, Kabupaten Semarang, Jawa Tengah, Indonesia tepatnya di lereng Gunung Ungaran. Di kompleks candi ini terdapat sembilan buah candi.\nCandi ini diketemukan oleh Raffles pada tahun 1804 dan merupakan peninggalan budaya Hindu dari zaman Wangsa Syailendra abad ke-9 (tahun 927 masehi).Candi ini memiliki persamaan dengan kompleks Candi Dieng di Wonosobo. Candi ini terletak pada ketinggian sekitar 1.200 m di atas permukaan laut sehingga suhu udara di sini cukup dingin (berkisar antara 19-27 °C)\nLokasi sembilan candi yang tersebar di lereng Gunung Ungaran ini memiliki pemandangan alam yang indah. Selain itu, objek wisata ini juga dilengkapi dengan pemandian air panas dari mata air yang mengandung belerang, area perkemahan, dan wisata berkuda.",Budaya,Semarang,https://dailyhotels.id/wp-content/uploads/2022/02/harga-tiket-masuk-candi-gedong-songo-semarang-1.jpg,candi gedong songo bahasa jawa translit candhi gedhong sanga nama kompleks bangunan candi peninggalan budaya hindu terletak desa candi kecamatan bandungan kabupaten semarang jawa indonesia tepatnya lereng gunung ungaran kompleks candi sembilan buah candincandi diketemukan raffles 1804 peninggalan budaya hindu zaman wangsa syailendra abad ke9 927 masehicandi memiliki persamaan kompleks candi dieng wonosobo candi terletak ketinggian 1200 m permukaan laut suhu udara dingin berkisar 1927 cnlokasi sembilan candi tersebar lereng gunung ungaran memiliki pemandangan alam indah objek wisata dilengkapi pemandian air panas mata air mengandung belerang area perkemahan wisata berkuda
336,Grand Maerakaca,"Masyarakat Jawa Tengah mungkin sudah tidak asing dengan nama “Puri Maerokoco”. Taman wisata ini merupakan “Taman Mini” versi Jawa Tengah yang menyajikan replika dan miniatur bangunan khas dari berbagai daerah di Jawa Tengah. Saat ini, Puri Maerakaca sudah berganti nama menjadi Grand Maerakaca. Dengan wahana yang lebih bervariasi, taman rekreasi ini menjadi salah satu destinasi wisata di Semarang yang cocok untuk rekreasi keluarga.",Taman Hiburan,Semarang,https://cdn-2.tstatic.net/travel/foto/bank/images/wisata-grand-maerakaca-di-semarang.jpg,masyarakat jawa asing nama puri maerokoco taman wisata taman mini versi jawa menyajikan replika miniatur bangunan khas daerah jawa puri maerakaca berganti nama grand maerakaca wahana bervariasi taman rekreasi salah destinasi wisata semarang cocok rekreasi keluarga
337,Kampung Pelangi,"Kampung pelangi atau dalam bahasa Inggris disebut Rainbow Village merupakan sebutan untuk daerah atau kampung yang rumah-rumah penduduknya dicat dengan warna-warni. Sebenarnya Kampung Pelangi pada awalnya merupakan daerah kumuh yang dikemudian secara kreatif diubah menjadi daerah yang menarik untuk dijadikan sebagai destinasi wisata, terutama bagi masyarakat yang senang atau sedang mencari spot yang menarik untuk mengabadikan momen.\nBanyak daerah-daerah di Indonesia, terutama di jawa memliki tempat yang disebut Kampung pelangi, antara lain di Malang, Semarang, Jakarta, Bandung, dan kota-kota lainnya. Contoh kampung seperti ini yaitu, kampung warna-warni di Jodipan dan Tridi, Kota Malang, Jawa Timur.",Taman Hiburan,Semarang,"https://assets.wego.com/images/f_auto,q_auto/v1605188325/editorialonly_semarangindo2017_corry_348302c519/editorialonly_semarangindo2017_corry_348302c519.jpg",kampung pelangi bahasa inggris rainbow village sebutan daerah kampung rumahrumah penduduknya dicat warnawarni kampung pelangi daerah kumuh dikemudian kreatif diubah daerah menarik dijadikan destinasi wisata masyarakat senang mencari spot menarik mengabadikan momennbanyak daerahdaerah indonesia jawa memliki kampung pelangi malang semarang jakarta bandung kotakota contoh kampung kampung warnawarni jodipan tridi kota malang jawa timur
338,Lawang Sewu,"Lawang Sewu (""Seribu Pintu"") (bahasa Jawa: ꦭꦮꦁ​ꦱꦺꦮꦸ, translit. Lawang Sèwu) adalah landmark di Semarang, Jawa Tengah, Indonesia, yang dibangun sebagai kantor pusat Perusahaan Kereta Api Hindia Belanda. Bangunan era kolonial terkenal sebagai rumah berhantu dan lokasi syuting, meskipun pemerintah kota Semarang telah berusaha mengubah citra itu.",Budaya,Semarang,https://3.bp.blogspot.com/-iwUi7sHYaoA/UmQKfFEapRI/AAAAAAAAAAc/apnhahyD-_k/s1600/semarang192.jpg,lawang sewu seribu pintu bahasa jawa translit lawang swu landmark semarang jawa indonesia dibangun kantor pusat perusahaan kereta api hindia belanda bangunan era kolonial terkenal rumah berhantu lokasi syuting pemerintah kota semarang berusaha mengubah citra
339,Sam Poo Kong Temple,"Sam Poo Kong (Hanzi: ; Pinyin: Sānbǎo Dòng), juga dikenal sebagai Kuil Gedung Batu, adalah kuil Tionghoa tertua di Semarang, Jawa Tengah, Indonesia. Awalnya didirikan oleh penjelajah Muslim Tionghoa Zheng He (juga dikenal sebagai Sanbao), sekarang dibagi oleh orang Indonesia dari berbagai denominasi agama, termasuk Muslim dan Budha, dan etnis, termasuk Tionghoa dan Jawa.",Budaya,Semarang,https://tse1.mm.bing.net/th?id=OIP.2yJPCccAH9AdycWq18ugLgHaEK&pid=Api&P=0&h=180,sam poo kong hanzi pinyin snbo dng dikenal kuil gedung batu kuil tionghoa tertua semarang jawa indonesia didirikan penjelajah muslim tionghoa zheng he dikenal sanbao dibagi orang indonesia denominasi agama muslim budha etnis tionghoa jawa
340,Desa Wisata Lembah Kalipancur,"Wisata alam tengah menjadi sorotan bagi dunia pariwisata. Wisata alam tidak hanya pegunungan, danau, hutan, air terjun, atau pantai. Tapi juga merambah ke konsep pedesaan, seperti Desa Wisata Lembah Kalipancur. Tempat wisata ini menawarkan rekreasi berkonsep pedesaan yang ada di Kota Semarang. Meskipun berkonsep pedesaan, lokasinya tidak jauh dari pusat kota. Dan objek wisata yang sudah lama berdiri ini, masih tetap diminati oleh wisatawan.",Taman Hiburan,Semarang,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj3GJQezjvNRKsS42AuhPvlbg8lM1uAjz9Z2NSTglCO6BfQD6D0c35CPRn0uWNhC5k9rD0FVRmgpTnuxMkjTt99plfsajZ9fog4KSTwJ0JdDlMTW-b7IdujgTv4xd945ULkXr5oTK25Xhg/w1200-h630-p-k-no-nu/Wisata+kalipancur+Semarang.jpg,wisata alam sorotan dunia pariwisata wisata alam pegunungan danau hutan air terjun pantai merambah konsep pedesaan desa wisata lembah kalipancur wisata menawarkan rekreasi berkonsep pedesaan kota semarang berkonsep pedesaan lokasinya pusat kota objek wisata berdiri diminati wisatawan
341,Hutan Wisata Tinjomoyo Semarang,"Awalnya taman wisata hutan Tinjomoyo Semarang (smg) ini merupakan sebuah kebun binatang dengan ragam binatang hutan di dalamnya. Namun terjadi banjir besar, hingga memutuskan jembatan besar yang menjadi akses utama menuju hutan wisata. Hutan Tinjomoyo sendiri memiliki kontur wilayah dengan perpaduan bukit, sungai dan hutan. Tumbuhan yang paling banyak terdapat di sini adalah vegetasi pohon jati serta pinus. Oleh karena itu, tak heran jika kawasan ini cocok sekali dijadikan hutan wisata yang masih alami.Dengan luas lahan 57,5 hektare area tersebut lebih sering dimanfaatkan sebagai tempat berkemah",Cagar Alam,Semarang,https://jogja.disway.id/upload/ed35eb537e3e963a8bf09859c99f0dc3.jpg,taman wisata hutan tinjomoyo semarang smg kebun binatang ragam binatang hutan dalamnya banjir memutuskan jembatan akses utama hutan wisata hutan tinjomoyo memiliki kontur wilayah perpaduan bukit sungai hutan tumbuhan vegetasi pohon jati pinus heran kawasan cocok dijadikan hutan wisata alamidengan luas lahan 575 hektare area dimanfaatkan berkemah
342,Taman Kasmaran,"Taman Kasmaran terletak di sebelah kiri Pasar Bunga. Gedung food court dan Taman Kasmaran dibangun dua lantai. Lantai bawah utuk spot dijadikan wisata kuliner, sementara lantai atas menjadi taman. Tidak sekadar taman biasa, Taman Kasmaran itu dilengkapi dengan pemandangan yang amat menarik dengan background Kampung Pelangi. Taman Kasmaran cukup luas, dilengkapi perabotan kursi dan meja ala kafe. Lokasi baru ini diyakini akan menjadi spot alternatif selfie terbaru di Kota Semarang.",Taman Hiburan,Semarang,https://tse3.mm.bing.net/th?id=OIP.4Ezk6sP38FX7NiS9CN90RQHaFj&pid=Api&P=0&h=180,taman kasmaran terletak sebelah kiri pasar bunga gedung food court taman kasmaran dibangun lantai lantai utuk spot dijadikan wisata kuliner lantai taman taman taman kasmaran dilengkapi pemandangan menarik background kampung pelangi taman kasmaran luas dilengkapi perabotan kursi meja ala kafe lokasi diyakini spot alternatif selfie terbaru kota semarang
343,Pantai Baruna,"kunjungi Pantai Baruna yang berada di Kota Semarang, Jawa Tengah! Pantai yang satu ini akan memberikan pengalaman wisata yang berbeda. Pasalnya, di sini tidak ada hamparan pasir. Memang Pantai Baruna merupakan objek wisata ‘tidak resmi’ milik Kota Semarang. Pantai ini berada di belakang kawasan pabrik semen. Sehingga tidak ada kepadatan wisatawan atau tempat berselancar di sini. Yang ada hanyalah hamparan padang rumput dan ilalang di hadapan Laut Jawa yang tenang.",Bahari,Semarang,https://www.itrip.id/wp-content/uploads/2022/05/Fasilitas-Pantai-Baruna.jpg,kunjungi pantai baruna kota semarang jawa pantai pengalaman wisata berbeda pasalnya hamparan pasir pantai baruna objek wisata resmi milik kota semarang pantai kawasan pabrik semen kepadatan wisatawan berselancar hamparan padang rumput ilalang hadapan laut jawa tenang
